2365443-	0		3	Sun Jul 29 21:53:13 +0800 2012			3473246643001493	3473246643001493				3473246643001493	0		#	1	<a href=" rel="nofollow">微博 weibo.com</a>	今天傍晚骑行北京温榆河，碰到一位放羊的大叔，大叔说自己养了80多只羊，每天都会到这儿放羊。我拿出手机想拍几张，大叔赶忙和羊们说，你们走慢点，要给你们拍照咯[偷笑]			1369786350	00	0	1397724520744
2365444-	0		1	Sat Dec 31 21:28:53 +0800 2011			3396776682518487	3396776682518487				3396776682518487	0		#	0	<a href=" rel="nofollow">Android客户端</a>	圣.索非亚教堂比想象中壮美，走在中央大街有种回到30 40年代的感觉，不过那时可没有马迭尔奶糕，哈哈，连吃两根都不够[馋嘴]零下二十度吃雪糕原来这么过瘾。			1369786350	00	0	1397724520744
2365445-	2		3	Sat Aug 03 12:24:38 +0800 2013		type:Pointcoordinates:#39.91241#116.45966	3607187064364016	3607187064364016				3607187064364016	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	站在国贸三期停机坪，终于一览帝都众楼小[浮云]@北京国贸大酒店 垂直马拉松大赛进行如火如荼，2041级台阶，专业组选手最快9分50秒爬到停机坪，我用时瞬间[偷笑]打酱油坐电梯上来的。。。看到79岁来比赛的老大爷，重在参与，明年我也来试一试[嘻嘻] 我在这里:			1369786350	00	0	1397724520744
2365446-	0		5	Sat Aug 11 18:31:21 +0800 2012			3477906888046701	3477906888046701				3477906888046701	0			2	<a href=" rel="nofollow">微博 weibo.com</a>	看到这个名单，此时此刻的我身未动，心已远[bed凌乱]			1369786350	00	3477574929829432	1397724520745
2365447-	0		0	Wed Feb 29 22:56:20 +0800 2012			3418541963043931	3418541963043931				3418541963043931	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	爱喝牛奶的猫们			1369786350	00	3418536733409113	1397724520745
2365448-	0		1	Sat Jul 13 17:21:51 +0800 2013			3599651725257805	3599651725257805				3599651725257805	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	在洪纳海乡艺术中心，维吾尔族和哈萨克族的姑娘小伙身着传统服装，准备进行彩排。他们头上的帽子样式不同，维族姑娘头戴五彩小圆帽，哈萨克族小朋友和年轻姑娘带着尖尖的绣花高帽，都很好看呢[爱你]第一张女孩的睫毛和第三张中间的红脸胖娃是亮点[哈哈]			1369786350	00	0	1397724520745
2365449-	3		4	Tue Aug 20 18:33:34 +0800 2013		type:Pointcoordinates:#25.051584#121.52336	3613440507661162	3613440507661162				3613440507661162	0		#	2	<a href=" rel="nofollow">iPhone客户端</a>	#达人揪团带路 台湾自由行# 雨中在赤峰街、南京西路一带闲逛，在民宅和小巷中寻找一家家设计师小店。想到了蘑菇创办人张嘉行对这样街区的注解：有了这些设计小店的群体聚集，城市的脉络总算完整，台北才开始有了城市的样子。@个人游台湾 @台湾自由行  我在:			1369786350	00	0	1397724520746
2365450-	1		8	Tue Mar 05 14:38:02 +0800 2013		type:Pointcoordinates:#39.90958#116.40418	3552500072591538	3552500072591538				3552500072591538	0		#	0	<a href=" rel="nofollow">索尼Xperia Z L36h</a>	惊蛰蛇出洞[微风] 我在:			1369786350	00	0	1397724520746
2365451-	0		0	Mon May 02 10:16:29 +0800 2011			9966331731	9966331731				5601936964541587166	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	[吃惊]  //@丁丁角角落落琐琐碎碎:哇喔。//@春妹酱：这眉毛~帅呆了！ //@Ejing_Zhang:噗! //@晓烨沈:呜呼～～～～@枫苟  //@丫a丫a_杨:转发微博。			1369786350	00	9949284643	1397724520746
2365452-	0		9	Wed Apr 18 22:23:40 +0800 2012			3436290747817281	3436290747817281				3436290747817281	0		#	25	<a href=" rel="nofollow">微博 weibo.com</a>	走在绵长的白沙滩、享受着一个人的PUKA海滩、入夜大快朵颐、观看有些疯狂的沙滩表演...这是我在长滩岛的故事 [可爱] @宿务太平洋航空 “一人免费，同行免费，免费畅游菲律宾！”的活动还有最后二天，还没有参加的朋友们快报名吧			1369786350	00	0	1397724520746
