3670006-	0		0	Fri Sep 06 01:22:03 +0800 2013			3619341516309216	3619341516309216				3619341516309216	0			0	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			2628141677	00	3618145484414677	1397728155157
3670007-	0		0	Tue Jun 12 04:43:03 +0800 2012			3455955167170569	3455955167170569				3455955167170569	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[哈哈]@顽主墨宝 @蜜糖惠惠 @媛媛Barbie			2628141677	00	3455204505053151	1397728155157
3670008-	0		0	Wed Feb 27 02:41:18 +0800 2013			3550145376946252	3550145376946252				3550145376946252	0			0	<a href=" rel="nofollow">iPhone客户端</a>	 @丫头他老妈			2628141677	00	3549890858327809	1397728155158
3670009-	0		0	Mon May 21 18:36:28 +0800 2012			3448192371088854	3448192371088854				3448192371088854	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	有人玩浪费啦......@蜜糖惠惠 @心中的广玉兰 @媛媛Barbie @乐辅 @郭薇-北京教育 @淡定的小薇			2628141677	00	0	1397728155158
3670010-	0		0	Tue Mar 11 02:00:55 +0800 2014			3686755436162623	3686755436162623				3686755436162623	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[赞][赞][赞]			2628141677	00	3678710374496095	1397728155158
3670011-	0		0	Fri Jul 12 02:38:44 +0800 2013			3599067089645584	3599067089645584				3599067089645584	0			0	<a href=" rel="nofollow">iPhone客户端</a>	大狗狗也可爱！			2628141677	00	3571482460317490	1397728155158
3670012-	0		0	Wed Jul 17 03:07:41 +0800 2013			3600886314279894	3600886314279894				3600886314279894	0			0	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			2628141677	00	3599947724809846	1397728155159
3670013-	0		0	Thu Mar 29 19:04:59 +0800 2012			3428992999150685	3428992999150685				3428992999150685	0			1	<a href=" rel="nofollow">iPhone客户端</a>	原来我们俩就是这样变胖的啊……[汗]			2628141677	00	3428843296061417	1397728155159
3670014-	0		0	Sat Jun 22 02:11:45 +0800 2013			3591812541347229	3591812541347229				3591812541347229	0			0	<a href=" rel="nofollow">iPhone客户端</a>	哈哈~			2628141677	00	3591754563526462	1397728155159
3670015-	0		0	Sun Mar 16 23:07:18 +0800 2014			3688886075344754	3688886075344754				3688886075344754	0			0	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			2628141677	00	3688884023819305	1397728155160
3670016-	0		0	Sun Aug 12 16:58:05 +0800 2012			3478245804734073	3478245804734073				3478245804734073	0			0	<a href=" rel="nofollow">iPhone客户端</a>	 @芊芊舞指  //@张思莱医师:同时也要培养孩子敬畏生命。			2628141677	00	3477045889763507	1397728155160
3670017-	0		0	Thu Jan 24 04:24:24 +0800 2013			3537850131456835	3537850131456835				3537850131456835	0			0	<a href=" rel="nofollow">iPhone客户端</a>	脱衣服啦[抓狂]			2628141677	00	3536985350687023	1397728155160
3670018-	0		0	Sat May 12 02:03:46 +0800 2012			3444681063225536	3444681063225536				3444681063225536	0			1	<a href=" rel="nofollow">iPhone客户端</a>	值得学习啊！@顽主墨宝 @心中的广玉兰 @蜜糖惠惠 @媛媛Barbie			2628141677	00	3444649685733787	1397728155160
3670019-	0		6	Mon Apr 29 20:07:30 +0800 2013			3572514318197250	3572514318197250				3572514318197250	0			0	<a href=" rel="nofollow">iPhone客户端</a>	好快乐的活动啊[哈哈]~好后悔，因为犯懒没给泷泷换上橙色跳跳虎的衣服，否则多醒目啊~！[抓狂]			2628141677	00	3572443874125038	1397728155161
3670020-	0		0	Thu Apr 18 02:38:00 +0800 2013			3568263936529588	3568263936529588				3568263936529588	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[爱你]@顽主墨宝			2628141677	00	3568180800775911	1397728155161
