8669-	3		160	Mon Jul 16 10:38:04 +0800 2012			3468365702306383	3468365702306383				3468365702306383	0			636	<a href=" rel="nofollow">iPhone客户端</a>	一早看到这个，全身都是正能量！好声音！好评委！好感动！[泪][泪][泪]还有，我太喜欢 @那英 了！			1263585717	00	3468130749668570	1397717485108
8670-	0		226	Fri Apr 08 09:32:51 +0800 2011			8819911706	8819911706				201110408157473024	0		#	169	<a href=" rel="nofollow">iPhone客户端</a>	人已在影棚。早起的鸟儿有食吃，但熬着还得靠你啊啊啊啊啊...			1263585717	00	0	1397717485109
8671-	24		538	Tue Nov 13 11:43:38 +0800 2012			3511868746285324	3511868746285324				3511868746285324	0			890	<a href=" rel="nofollow">iPhone客户端</a>	居然有专家说“早晨不易空腹吃早饭！” [汗][汗][汗] #这个专家我喜欢#			1263585717	00	0	1397717485110
8672-	463		141	Mon Mar 24 23:43:14 +0800 2014			3691794216838475	3691794216838475				3691794216838475	0			433	<a href=" rel="nofollow">iPhone客户端</a>	同问。 //@闾丘露薇:既然马来西亚政府过去一个星期一直很谨慎，为何仅仅凭数据分析，而不是等各方打捞到海面物体，并且确认是残骸后才正式宣布呢？			1263585717	00	3691776675821912	1397717485111
8673-	0		181	Tue Nov 23 12:23:39 +0800 2010			3826360165	3826360165				221101123772328843	0		#	175	<a href=" rel="nofollow">微博 weibo.com</a>	到底哪里才能买到这条Dries von Noten的围巾……HELP！			1263585717	00	0	1397717485112
8674-	0		594	Thu Feb 24 23:37:04 +0800 2011			6757923241	6757923241				2011102242026938601	0		#	1322	<a href=" rel="nofollow">微博 weibo.com</a>	感谢 @ITHK @张英子Ginny 送来最新的IZZUE x UNDERGROUND铆钉靴，给劲儿！			1263585717	00	0	1397717485113
8675-	269		519	Mon May 06 19:03:26 +0800 2013			3575034918027523	3575034918027523				3575034918027523	0		#	686	<a href=" rel="nofollow">iPhone客户端</a>	新玩具，真心小！[偷笑]			1263585717	00	0	1397717485114
8676-	0		243	Sat Jul 09 17:30:24 +0800 2011			14015967288	14015967288				5627282576046296801	0		#	157	<a href=" rel="nofollow">iPhone客户端</a>	录制结束，收工，周末愉快！[呵呵]			1263585717	00	0	1397717485115
8677-	2695		402	Sun Apr 13 21:05:06 +0800 2014			3699002178435588	3699002178435588				3699002178435588	0		#	583	<a href=" rel="nofollow">iPhone客户端</a>	爱爱爱爱爱爱！@郑秀文Sammi 			1263585717	00	0	1397717485116
8678-	1		38	Mon Jul 09 21:33:00 +0800 2012			3465993801973759	3465993801973759				3465993801973759	0			52	<a href=" rel="nofollow">iPhone客户端</a>	Cool 阿腿！[花心][爱你]			1263585717	00	3465993143693350	1397717485117
8679-	19		181	Sat Jul 07 23:18:41 +0800 2012			3465295627261210	3465295627261210				3465295627261210	0			330	<a href=" rel="nofollow">iPhone客户端</a>	当你在乎的人的反应，你重视的事儿的进展，你看中的情的变化以莫名其妙的方式发生，而这状况超乎你认知，超乎你想像，已陌生时，记得深呼一口气，睡一觉，做好自己该做要做的事，把话语权留给时间。北京雨夜，晚安。			1263585717	00	0	1397717485118
8680-	0		119	Thu May 03 11:34:37 +0800 2012			3441563231709567	3441563231709567				3441563231709567	0			376	<a href=" rel="nofollow">iPhone客户端</a>	山川载不动太多悲哀，岁月禁不住太长的等待！想来这也是个测年龄的歌儿！[泪] //@Koji:歌词写的太讲究了。。我的钱柜主打歌。。			1263585717	00	3441554733795729	1397717485119
