940834-	5		1	Sat Jun 01 10:57:47 +0800 2013			3584334784971134	3584334784971134				3584334784971134	0			2	<a href=" rel="nofollow">微博手机版</a>	回复@奇妙简单的旅行:仁者见仁//@奇妙简单的旅行:林，空谈//@山时水尚:值得深思。对企业来说，相当于并购发展与自主增长的关系。 //@知道者:回复@naturesearch:不投资哪里来的就业机会挣钱消费？靠印钞机？消费的后轮跑不快是分配制度这个车身的问题，砍投资的前轮恐怕也是解决不了的。[呵呵] //@natur			1664733874	00	3583936497902936	1397720339305
940835-	9		15	Sun Jun 16 21:34:26 +0800 2013			3589930813076696	3589930813076696				3589930813076696	0			44	<a href=" rel="nofollow">HTC</a>	1950年底，菲律宾总统特使赴台商谈对日索赔，菲拟提出索赔80亿美元，蒋介石说，日本战后经济完全破产，如果各国都索取超过日本经济能力几十倍的赔款，日本100年都赔不完。如果日本不能恢复经济，继续贫穷，日本社会党就要起来执政。东方已有中国大陆赤化，再不可让日本也赤化，所以我们一个钱也不要！			1664733874	00	0	1397720339305
940836-	5		11	Wed Nov 13 08:13:35 +0800 2013			3644087451792472	3644087451792472				3644087451792472	0			52	<a href=" rel="nofollow">iPhone客户端</a>	“公有制为主体、多种所有制经济共同发展的基本经济制度”这个表述，同时出现在十六届三中全会和昨天的公报中。相对于10年前的公报表明要“进一步增强公有制经济的活力”，昨天的公报要求“不断增强国有经济活力、控制力、影响力”，可见高层反对私有化的立场较10年前更坚决。			1664733874	00	0	1397720339305
940837-	26		14	Sat Oct 05 16:44:12 +0800 2013			3630082826581655	3630082826581655				3630082826581655	0		#	70	<a href=" rel="nofollow">HTC Phone</a>	小朋友作文，动物园游记写到……老虎的尾巴粗粗的，像根火腿肠。。老师一句“比喻不恰当”，孩子的想象力又磨灭一分。			1664733874	00	0	1397720339305
940838-	6		12	Tue Mar 18 18:22:01 +0800 2014			3689539052244996	3689539052244996				3689539052244996	0			87	<a href=" rel="nofollow">微博 weibo.com</a>	和朋友聊天，聊到做事为人的两个实例：1、某网站CEO微信小窗朋友们务必帮转其公司的广告贴，不转则删除联系人…对员工可以tough，对朋友可以商榷？[思考]2、某省旅游局局长，参加行业论坛，某嘉宾演讲时在台下一直在用手机拍摄ppt，几十页一页不落…学习精神值得钦佩！[�]			1664733874	00	0	1397720339306
940839-	3		0	Wed Dec 18 09:32:25 +0800 2013			3656790870368071	3656790870368071				3656790870368071	0			6	<a href=" rel="nofollow">微博搜索</a>	好诗！好事！好时势！@赵勇微博控 像你的风格！！[xkl�圈][威武] @蔡海洋-中青旅山水酒店 @老路已老 @郑美和			1664733874	00	3652444494053671	1397720339306
940840-	5		1	Tue Sep 24 17:46:04 +0800 2013			3626112133584438	3626112133584438				3626112133584438	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	应该叫“轮廓相同，颜色雷同”，呵呵。@老路已老@常为美@赵勇微博控@山水时尚酒店			1664733874	00	3626105053472865	1397720339306
940841-	7		30	Mon Dec 30 19:29:32 +0800 2013			3661289789976603	3661289789976603				3661289789976603	0			100	<a href=" rel="nofollow">微博 weibo.com</a>	1、CCTV新闻正面报道国贸闪唱团；2、南水北调中线明年灌通；3、京沈客运专线明年开工，2小时50分；4、北京市总工会送出价值1288元新春大礼包；5、金边数万名反对者及制衣厂工人示威要求重新选举；6、@早报网 称也许买包子与公布贿选案的时间与顺序经过精心考虑；7、领导禁烟并不得报销烟草费用。			1664733874	00	0	1397720339307
940842-	1		0	Thu Jan 09 14:52:20 +0800 2014			3664843908857467	3664843908857467				3664843908857467	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	记者所说的“随后继续增资”我理解指的是中青旅的再融资方案，对此我只想说：想！象！力！太！丰！富！了！ @我家好好和闹闹@中青旅葛磊@陈向宏			1664733874	00	3664843003306816	1397720339307
940843-	26		13	Wed Dec 18 21:46:56 +0800 2013			3656975713357752	3656975713357752				3656975713357752	0		#	135	<a href=" rel="nofollow">iPhone客户端</a>	万一你不太确定是否还爱你的伴侣，只需要问自己一个问题，如果真有下辈子，是否还想遇到Ta，是否还想和Ta在一起？晚安[月亮]			1664733874	00	0	1397720339307
940844-	10		11	Wed Jan 15 18:12:42 +0800 2014			3667068668403345	3667068668403345				3667068668403345	0		#	95	<a href=" rel="nofollow">当当网</a>	奇特的一生：柳比歇夫坚持56年的“时间统计法”,我正在尝试学习，准备送给大家的新年礼物（绝版近15年，在豆瓣至今8.5分；适合有拖延症、总熬夜、需时间管理、求成长人群）。  			1664733874	00	0	1397720339307
940845-	4		0	Mon Sep 09 15:35:08 +0800 2013			3620643360309738	3620643360309738				3620643360309738	0			17	<a href=" rel="nofollow">微博手机版</a>	今后请小秘书代表系统自动转发时手下留情！@苗颖@元平 //@崔云鹏cyp:呵呵			1664733874	00	3620642144522673	1397720339308
940846-	4		1	Fri Mar 14 11:07:47 +0800 2014			3687980222514799	3687980222514799				3687980222514799	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	丢自行车不要紧，丢个飞机可就麻烦了，央行估计就是这么想的……//@元平: 。。。。。。。。。//@向小田: 上次我去央行门口开了个会，出来自行车居然丢了！还是要注意防范风险。			1664733874	00	3687977651685430	1397720339308
940847-	3		2	Thu Oct 10 11:51:48 +0800 2013			3631821180541748	3631821180541748				3631821180541748	0			3	<a href=" rel="nofollow">iPhone客户端</a>	回复@冬天还绿的树:大秦，，似乎是波斯的古称。。 //@冬天还绿的树:TPP是老美搞的合纵，丝绸之路是小白兔搞的连横，央视黄金段放松大秦帝国不是让人娱乐地……			1664733874	00	3631803808367266	1397720339308
940848-	3		3	Tue Nov 05 19:22:07 +0800 2013			3641356591154141	3641356591154141				3641356591154141	0		#	16	<a href=" rel="nofollow">微博 weibo.com</a>	1、北京和张家口将申办2022年冬奥会；2、习近平到中南大学调研科技创新，李克强看望黑龙江灾民，刘云山强调贯彻习近平讲话精神；3、新疆日报：维吾尔族是愿为国家奉献生命的民族；4、公安部：对办户口时刁难民众者一律停职；5、郭声琨便装乘地铁检查天安门安保工作；6、中央通知公款考察出访一律叫停			1664733874	00	0	1397720339308
940849-	12		12	Fri Feb 28 08:48:29 +0800 2014			3682871736721702	3682871736721702				3682871736721702	0		#	71	<a href=" rel="nofollow">微博 weibo.com</a>	【两会将实行矿泉水“实名制”】，不再提供沏茶倒水服务。据@京华时报 报道，在今年的全国两会上，政协委员们将会拿到贴有自己名字的矿泉水，即使上午会后矿泉水没喝完，下午开会时这些实名的矿泉水仍能被认领。			1664733874	00	0	1397720339309
940850-	11		5	Sat Aug 24 23:18:26 +0800 2013			3614961756595614	3614961756595614				3614961756595614	0			7	<a href=" rel="nofollow">微博手机版</a>	回复@MorrisJan:百余年来中国的变化之一，就是将「老佛爷」从对最高统治者的尊称，变成了一个外国商场的中文名//@MorrisJan:现在旅游在老福爷买东西就象普通超市。			1664733874	00	3614671984805344	1397720339309
940851-	5		2	Sun Mar 09 14:49:18 +0800 2014			3686224033801927	3686224033801927				3686224033801927	0			4	<a href=" rel="nofollow">iPhone 5s</a>	回复@Bigers:悬着的心沉下来一些，却变的更加沉重，想到昨天南宁着陆的传闻那么快就被”辟谣”，再次希望是真的//@Bigers:现在有四个人了，恐怖袭击无疑 			1664733874	00	3686158594461882	1397720339309
940852-	7		34	Sun Sep 01 10:36:48 +0800 2013			3617669179576843	3617669179576843				3617669179576843	0			153	<a href=" rel="nofollow">微博手机版</a>	外高桥8月30日发布公告，拟非公开发行不低于1亿股，计划募集约27亿元，用于上海自由贸易试验区一期建设中五大功能平台的跨越式发展。五大平台包括：跨国公司地区总部平台、亚太分拨中心平台、专业物流平台、高端现代服务业平台和功能性贸易平台，合计30个子项目。			1664733874	00	0	1397720339310
940853-	11		16	Sat Jun 29 23:25:06 +0800 2013			3594669705107197	3594669705107197				3594669705107197	0			37	<a href=" rel="nofollow">微博手机版</a>	选票有害//@郑美和:不愧为大大@蔡海洋-中青旅山水酒店 @山时水尚 			1664733874	00	3594639711418426	1397720339310
940854-	7		9	Thu Feb 20 16:54:16 +0800 2014			3680094885173290	3680094885173290				3680094885173290	0		#	93	<a href=" rel="nofollow">微博 weibo.com</a>	TripAdvisor去年投资3480万美元用于收购六家公司，是自2010年起该公司在收购方面支出最多的一年。这六笔收购分别是：TinyPost（图片App公司）、Jetsetter（闪购网站）、CruiseWise（邮轮预订）、Niumba（西班牙度假短租品牌）、GateGuru（机场信息App公司）以及Oyster.com（酒店图片数据库）。			1664733874	00	0	1397720339311
940855-	11		4	Thu Mar 20 07:56:14 +0800 2014			3690106348918436	3690106348918436				3690106348918436	0			19	<a href=" rel="nofollow">Android客户端</a>	幼儿园老师群发……:各位亲们请注意，刚接到上级指示，从明天开始班上老师不接药，如幼儿带药由保健医负责接收送到班上，每天只能带一顿药中午吃，抗生素、汤药、保健品不能带到园里！谢谢您的配合！			1664733874	00	0	1397720339311
940856-	8		7	Mon Feb 10 18:47:36 +0800 2014			3676499528354246	3676499528354246				3676499528354246	0			135	<a href=" rel="nofollow">HTC Phone</a>	求转发！3月21日西葡11天团空前特价，家属亲友特价直降4000！！现价14980！！！全程4星酒店，AV高速火车，独家安排马拉加；西班牙南部精华安达卢西亚大区+里斯本+马德里+巴塞罗那，伊比利亚半岛一览包含！再赠送全程司导服务费。最晚递交签证资料日期3月3日！			1664733874	00	0	1397720339311
940857-	3		1	Tue Aug 13 15:51:50 +0800 2013			3610863090603551	3610863090603551				3610863090603551	0			0	<a href=" rel="nofollow">微博手机版</a>	回复@夫子徐:男女双拼？//@夫子徐:都跟我拼吧[嘻嘻]//@山时水尚:回复@火烧湾的孩子:我我我想出答案了，谁答对了有佳节特色奖品哟！抢答开始！[害羞] //@火烧湾的孩子:怎么个拼法，请@山时水尚 @老路已老 @夫子徐 提供攻略。			1664733874	00	3610791896931662	1397720339312
940858-	22		8	Mon May 27 13:36:01 +0800 2013			3582562666637439	3582562666637439				3582562666637439	0			152	<a href=" rel="nofollow">微博 weibo.com</a>	圆床是浪漫的时尚，山水是永恒的时尚。@郑美和@老路已老@蔡海洋-中青旅山水酒店@山水时尚酒店 //@孤独患者Frank_Li: 住过成都山水时尚的圆床房，很不错的。房间很大。@山时水尚			1664733874	00	3581549536627516	1397720339312
940859-	4		1	Sun Jun 16 14:05:38 +0800 2013			3589817868543099	3589817868543099				3589817868543099	0			11	<a href=" rel="nofollow">微博手机版</a>	回复@stevenzyc:不知道根据香港法律处理是几个意思？人家应该也是对香港法制做了了解的前提下做出的选择。//@stevenzyc:中国应该给斯诺登提供政治避难，他回美国必然会受到不公平对待。而且还可以通过提供庇护得到相关的情报。			1664733874	00	3589815494426414	1397720339312
