2970038-	0		1	Fri Mar 23 23:39:10 +0800 2012			3426887663358583	3426887663358583				3426887663358583	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	上海也贵，基本和自己下场差不多，但人气足。北京高协每年化缘办几场比赛，男女不分，各年龄组也要十个孩子才能玩起来吧。。。但月月搞，肯定是没戏。			1794555844	00	3426523060893538	1397726217304
2970039-	0		0	Mon Apr 01 08:16:40 +0800 2013			3562188574486780	3562188574486780				3562188574486780	0		#	1	<a href=" rel="nofollow">新浪博客</a>	徽州古道介绍 浙江古道知多少？：徽州古道介绍 【徽安古道】古道名。由徽州府城至安庆府城。从歙县沿徽浮古道至祁门县城，由祁门县城北上，经臂岭、大但、大洪岭至雷湖；转向西北，经琅田、古楼...  （使用新浪长微博工具发布 			1794555844	00	0	1397726217304
2970040-	0		1	Sun May 26 12:03:23 +0800 2013			3582176957960699	3582176957960699				3582176957960699	0			2	<a href=" rel="nofollow">微博 weibo.com</a>	回复@白志龙blackpand:没呀！好容易吃出来的。。。 //@白志龙blackpand:屯长肚子现在下去了吧？			1794555844	00	3582174202259276	1397726217304
2970041-	0		0	Tue Oct 02 00:20:15 +0800 2012			3496476468121045	3496476468121045				3496476468121045	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	[给力]			1794555844	00	3496475092328054	1397726217305
2970042-	0		0	Tue Feb 19 00:48:33 +0800 2013			3547217904210607	3547217904210607				3547217904210607	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	回复@蜜糖可乐啊:嗨！忘了，，，还有汇丰青少年总决赛的冠军---张宇聪，，， //@蜜糖可乐啊:[给力][给力][给力][给力][给力][给力][威武][威武][威武][威武][威武][威武]			1794555844	00	3547013150883061	1397726217305
2970043-	1		3	Sat Jan 11 14:02:55 +0800 2014			3665556248716679	3665556248716679				3665556248716679	0			6	<a href=" rel="nofollow">微博 weibo.com</a>	2014年1月6日在广东阳江获得中国青少年高尔夫精英挑战赛男子A组冠军，昨日在珠海金湾汇丰中国青少年公开赛取得A组第六名，现在广东中山温泉高尔夫球会打Titleist中国青少年高尔夫总决赛。。。 //@北京101中学校友会:转发微博			1794555844	00	3665198390573911	1397726217305
2970044-	0		0	Tue Jan 01 08:24:20 +0800 2013			3529575596187339	3529575596187339				3529575596187339	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	以后交管局别发驾照了，直接发根吊，你日死了俺们吧。。。 //@薛蛮子: //@思想聚焦:扣分有用吗？值得考究！			1794555844	00	3529256724263423	1397726217306
2970045-	0		0	Sun Apr 01 09:41:33 +0800 2012			3429938361023969	3429938361023969				3429938361023969	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	"3月31日8时至4月3日8时，评论功能暂停使用，给您带来的不便深表歉意。"这是今早才看到的新闻。。。			1794555844	00	0	1397726217306
2970046-	0		1	Wed Apr 24 21:38:48 +0800 2013			3570725358818935	3570725358818935				3570725358818935	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	够狠的！关键是这条狗也没啥肉呀。。。 //@JoannaGWT:为什么人畜不能共存！有多少人是被救援犬救出了的！一条狗它能吃多少东西！它碍着什么了！怪不得雅安要地震呢！还得接着震！[怒]			1794555844	00	3570591355366255	1397726217306
2970047-	1		2	Mon Sep 09 13:07:44 +0800 2013			3620606274554802	3620606274554802				3620606274554802	0		#	2	<a href=" rel="nofollow">微博 weibo.com</a>	球会中的翠亭小厨,菜品越来越精了......			1794555844	00	0	1397726217306
2970048-	0		0	Mon Mar 05 09:40:54 +0800 2012			3420153725105588	3420153725105588				3420153725105588	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	这要干俩钟点儿，不磕药怎么顶得下来？			1794555844	00	3419889291279386	1397726217307
2970049-	0		6	Sat Mar 02 13:36:58 +0800 2013			3551397549166176	3551397549166176				3551397549166176	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	春节期间别墅被盗，台式电脑、监控录像机、监控头。。。总共值，更卖不了俩钱，，，熟门熟路，目标明确，一看就是个内贼。。。呵呵！不容易呀。。			1794555844	00	0	1397726217307
2970050-	0		0	Wed Feb 12 11:49:34 +0800 2014			3677119102450213	3677119102450213				3677119102450213	0			0	<a href=" rel="nofollow">分享按钮</a>	财大气粗吊炸天 被郭德纲“毁”过的大牌 #新浪新闻让红包飞# （分享自 @新浪时尚）  			1794555844	00	0	1397726217307
2970051-	0		2	Wed Dec 19 13:34:03 +0800 2012			3524942496393533	3524942496393533				3524942496393533	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	又在赌推杆，输了的做俯卧撑。。。			1794555844	00	0	1397726217308
2970052-	0		0	Fri Oct 12 20:25:29 +0800 2012			3500403657891017	3500403657891017				3500403657891017	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	[偷笑]			1794555844	00	3499692635889957	1397726217308
2970053-	0		0	Sat Dec 22 23:35:48 +0800 2012			3526181103892895	3526181103892895				3526181103892895	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	今晚去位于黄山老道上的潜口吃饭，原来黑漆漆的村落，现在变成了这样，真开眼。。。			1794555844	00	0	1397726217308
2970054-	0		0	Sat Mar 02 10:32:54 +0800 2013			3551351222651081	3551351222651081				3551351222651081	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	回复@蜜糖可乐啊:还要有神一样的老公和领导。。。哈哈哈！ //@蜜糖可乐啊:[给力][威武][威武][给力]神一样的教练也要有神一样的学生啊			1794555844	00	3551318939140234	1397726217309
2970055-	0		3	Fri Mar 30 13:22:34 +0800 2012			3429269206115479	3429269206115479				3429269206115479	0		#	7	<a href=" rel="nofollow">微博 weibo.com</a>	北京马应龙长青医院韩院长，在屯里与言明（旅游卫视高尔夫节目主持人）的女儿阎菁及另一位著名青少年女子高尔夫选手石昱婷（右）合影。。。			1794555844	00	0	1397726217309
2970056-	0		0	Mon Sep 02 21:18:10 +0800 2013			3618192985637954	3618192985637954				3618192985637954	0			0	<a href=" rel="nofollow">微博搜索</a>	[哈哈][哈哈][哈哈]			1794555844	00	3616765588156477	1397726217309
2970057-	0		1	Wed Jun 27 08:44:05 +0800 2012			3461451639353486	3461451639353486				3461451639353486	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	[嘻嘻][嘻嘻][嘻嘻]//@河北我说你听: //@笑死了班主任: 一个胖纸告诉你，转个头有多难			1794555844	00	3461209108191276	1397726217310
2970058-	0		2	Tue Feb 28 00:16:54 +0800 2012			3417837458227457	3417837458227457				3417837458227457	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	山西介休张壁古堡所藏据说是辽代石雕，，，是獒吗？			1794555844	00	0	1397726217310
2970059-	3		4	Wed Dec 04 22:03:15 +0800 2013			3651906389465618	3651906389465618				3651906389465618	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	是2008年的第一场雪吗？呵呵。。。			1794555844	00	3651750348960281	1397726217310
2970060-	0		4	Sat Feb 09 10:20:27 +0800 2013		type:Pointcoordinates:#29.723795#118.30676	3543737940753849	3543737940753849				3543737940753849	0		#	2	<a href=" rel="nofollow">酷派手机</a>	除夕上午，杨伊农、李昊桐、张宇聪等在练习场堆雪人儿。。。 我在:			1794555844	00	0	1397726217311
2970061-	0		4	Sun Jan 27 01:51:38 +0800 2013			3538898850330078	3538898850330078				3538898850330078	0			3	<a href=" rel="nofollow">微博 weibo.com</a>	来到深圳，住机场酒店。明天去中山温泉参加Titleist总决赛。。。气温20来度，湿热，进屋脱至只剩内裤，点上蚊香，将空调调至15度，，，明天打算做个牌子挂在门口，写上“冷气开放中”。。。呵呵！			1794555844	00	0	1397726217311
2970062-	0		0	Sat Dec 22 23:27:46 +0800 2012			3526179077926344	3526179077926344				3526179077926344	0		#	1	<a href=" rel="nofollow">微博 weibo.com</a>	今天下午，来自韩国的崔教练在指导杨伊农挥杆。。。			1794555844	00	0	1397726217311
2970063-	0		0	Wed Dec 12 17:09:51 +0800 2012			3522460084873709	3522460084873709				3522460084873709	0		#	1	<a href=" rel="nofollow">微博 weibo.com</a>	从3日到10日连打了8场球,虽说打的不怎么样,还是心太软,让他歇两天...			1794555844	00	0	1397726217312
2970064-	0		0	Thu Aug 15 17:11:54 +0800 2013			3611608016437885	3611608016437885				3611608016437885	0		#	0	<a href=" rel="nofollow">iPad客户端</a>	BMW大师赛选拔赛后天开打，烈日下练习中。。。			1794555844	00	0	1397726217312
2970065-	0		0	Wed Jul 24 14:20:33 +0800 2013			3603592352687925	3603592352687925				3603592352687925	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	回复@我的膝盖:观察真够细致的，回头给您问问，应该跟胸，，，没关系吧！呵呵！ //@我的膝盖:胸口是国旗吗，为啥有左有右？			1794555844	00	3603564285325411	1397726217312
2970066-	0		0	Fri Oct 26 00:04:41 +0800 2012			3505169864428279	3505169864428279				3505169864428279	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	真够没创意的，，给他捏捏脚呀。。。 //@王茁委员:形式主义害死人啊。			1794555844	00	3504688122734383	1397726217313
2970067-	0		0	Wed Jul 11 00:07:24 +0800 2012			3466395050230399	3466395050230399				3466395050230399	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	[偷笑]出这主意的官儿真挺“二”的，，，这要审刑事案，后边还不得跟个背“龙头铡”的。。。			1794555844	00	3464752926283211	1397726217313
2970068-	0		0	Sat Feb 23 23:56:55 +0800 2013			3549016836548439	3549016836548439				3549016836548439	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	《李爱玩女性 绰号“海淀银枪小霸王”》孩子犯了罪，理应承担他应负的法律责任，，如果没证据，和他那老艺术家的爸爸也没鸟毛的关系。。我在海淀30年，从没听说过什么“银枪小霸王”。编的这哥们儿您是给“水浒”做续的吧？银色的枪你Y亲眼见了？海淀而今还剩金、铜、铁、锡枪在外头，你Y要不要试试？			1794555844	00	0	1397726217313
2970069-	0		0	Mon Jun 11 23:15:36 +0800 2012			3455872774365030	3455872774365030				3455872774365030	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	[嘻嘻]我一做喷绘的哥们儿就在玩儿这，，，			1794555844	00	3455868370705630	1397726217314
